title,authors,pub_year,journal,keywords,dominant_topic,topic_name,what_this_paper_does
"Verification, analytical validation, and clinical validation (V3): the foundation of determining fit-for-purpose for Biometric Monitoring Technologies (BioMeTs)","Jennifer C. Goldsack, Andrea Coravos, Jessie P. Bakker, Brinnae Bent, Ariel V. Dowling, Cheryl Fitzer‐Attas, Alan Godfrey, Job Godino, Ninad Gujar, Elena S. Izmailova, Christine Manta, Barry W. Peterson, Benjamin Vandendriessche, William A. Wood, Ke Will Wang, Jessilyn Dunn",2020,npj Digital Medicine,"Terminology, Computer science, Vocabulary, Biometrics, Field (mathematics), Data science, Artificial intelligence, Mathematics, Linguistics, Pure mathematics, Philosophy",9,Viral Diseases & Molecular Medicine,No abstract available
A Smart Architecture for Diabetic Patient Monitoring Using Machine Learning Algorithms,"Amine Rghioui, Jaime Lloret, Sandra Sendra, Abdelmajid Oumnad",2020,Healthcare,"Computer science, Machine learning, Algorithm, Architecture, Artificial intelligence, Classifier (UML), Embedded system, Art, Visual arts",11,Digital Health Data Analytics & Research Methods,"The proposed prediction system was evaluated by several machine learning algorithms, and the simulation results demonstrated that the sequential minimal optimization (SMO) algorithm gives superior classification accuracy, sensitivity, and precision compared to other algorithms."
A Survey of IoT Security Based on a Layered Architecture of Sensing and Data Analysis,"Hichem Mrabet, Sana Belguith, Adeeb Alhomoud, Abderrazak Jemai",2020,Sensors,"Computer science, Application layer, Cloud computing, Encryption, Computer security, Computer network, Cryptographic protocol, Authentication (law), Layer (electronics), Cryptography, Chemistry, Software deployment, Operating system, Organic chemistry",18,Cancer Risk & Clinical Treatment Studies,"Likewise, we propose a new classification of security threats and attacks based on new IoT architecture."
A Novel Patient-Centric Architectural Framework for Blockchain-Enabled Healthcare Applications,"Akhilendra Pratap Singh, Nihar Ranjan Pradhan, Ashish Kr. Luhach, Sivansu Agnihotri, N. Z. Jhanjhi, Sahil Verma, Kavita Kavita, Uttam Ghosh, Diptendu Sinha Roy",2020,IEEE Transactions on Industrial Informatics,"Blockchain, Computer science, Health care, Computer security, Benchmarking, Data science, Business, Marketing, Economics, Economic growth",11,Digital Health Data Analytics & Research Methods,"With the proliferation of information and communication technology in every walks of the society, including healthcare services, digitization, and increased sophistication have been gaining pace, digital healthcare alternatives such as electronic healthcare record (EHR) have gained prominence with increased patients' data volume."
The Ethics of Digital Well-Being: A Thematic Review,"Christopher Burr, Mariarosaria Taddeo, Luciano Floridi",2020,Science and Engineering Ethics,"Philosophy of science, Engineering ethics, Thematic map, Thematic analysis, Epistemology, Sociology, Psychology, Philosophy, Engineering, Social science, Qualitative research, Geography, Cartography",8,Machine Learning in Clinical Data Analysis,The review argues that three themes will be central to ongoing discussions and research by showing how they can be used to identify open questions related to the ethics of digital well-being.
"Towards a symbiotic relationship between big data, artificial intelligence, and hospital pharmacy","Carlos Del Rio‐Bermudez, Ignacio Hernández Medrano, Laura Yebes, José Luís Poveda",2020,Journal of Pharmaceutical Policy and Practice,"Pharmacy, Exploit, Analytics, Health care, Big data, Clinical decision support system, Clinical pharmacy, Data science, Health records, Medicine, Computer science, Decision support system, Artificial intelligence, Data mining, Nursing, Computer security, Economics, Economic growth",16,"Large Language Models in Healthcare (ChatGPT, LLMs)","In Hospital and Health System pharmacies, the application of natural language processing (NLP) and machine learning to access and analyze the unstructured, free-text information captured in millions of EHRs (e.g., medication safety, patients' medication history, adverse drug reactions, interactions, medication errors, therapeutic outcomes, and pharmacokinetic consultations) may become an essential tool to improve patient care and perform real-time evaluations of the efficacy, safety, and comparative effectiveness of available drugs."
A collaborative healthcare framework for shared healthcare plan with ambient intelligence,"Abdul Rehman Javed, Muhammad Usman Sarwar, Mirza Omer Beg, Muhammad Asim, Thar Baker, Hissam Tawfik",2020,Human-centric Computing and Information Sciences,"Health care, Plan (archaeology), Knowledge management, Ambient intelligence, Quality (philosophy), Computer science, Process management, Business, Human–computer interaction, Philosophy, History, Economic growth, Economics, Epistemology, Archaeology",9,Viral Diseases & Molecular Medicine,No abstract available
Qualitative analysis of digital health literacy among university students in Pakistan,"Adnan Adil, Ahmed Usman, Aisha Jalil",2020,Journal of Human Behavior in the Social Environment,"Health care, Health literacy, Thematic analysis, Health promotion, Digital health, Literacy, Digital literacy, Public health, Medical education, Public relations, Psychology, Political science, Medicine, Nursing, Sociology, Qualitative research, Pedagogy, Social science, Law",15,Artificial Intelligence in Healthcare Systems,"To cope with the changing global healthcare environment, rigorous efforts and synchronized actions are needed from public and private sector universities and higher education institution to promote digital healthcare services."
Applying the Electronic Health Literacy Lens: Systematic Review of Electronic Health Interventions Targeted at Socially Disadvantaged Groups,"Christina Cheng, Alison Beauchamp, Gerald R. Elsworth, Richard H. Osborne",2020,Journal of Medical Internet Research,"Disadvantaged, Psychological intervention, Health literacy, Literacy, Psychology, Environmental health, Medicine, Political science, Health care, Psychiatry, Pedagogy, Law",15,Artificial Intelligence in Healthcare Systems,"The findings highlight that eHealth literacy is generally overlooked in developing eHealth interventions targeted at socially disadvantaged groups, whereas evidence about the effectiveness of such interventions is limited."
Artificial Intelligence and Medical Humanities,Kirsten Ostherr,2020,Journal of Medical Humanities,"Empathy, Medical humanities, Health care, Context (archaeology), Humanism, Rhetoric, Mediation, Digital humanities, Narrative, Psychology, Field (mathematics), Humanities, Sociology, Engineering ethics, Political science, Medicine, Social science, Social psychology, Medical education, Law, Paleontology, Philosophy, Pure mathematics, Biology, Engineering, Linguistics, Mathematics",8,Machine Learning in Clinical Data Analysis,"This article explains four key areas of concern relating to AI and the role that medical/health humanities research can play in addressing them: definition and regulation of ""medical"" versus ""health"" data and apps; social determinants of health; narrative medicine; and technological mediation of care."
Tailored health communication: Opportunities and challenges in the digital era,"Nadine Bol, Eline Suzanne Smit, Mia Liza A. Lustria",2020,Digital Health,"Digital health, Digital era, Telecommunications, Computer science, Political science, Health care, World Wide Web, The Internet, Law",9,Viral Diseases & Molecular Medicine,No abstract available
"A survey on video-based Human Action Recognition: recent updates, datasets, challenges, and applications","Preksha Pareek, Ankit Thakkar",2020,Artificial Intelligence Review,"Automatic summarization, Computer science, Entertainment, Machine learning, Action (physics), Artificial intelligence, Action recognition, Activity recognition, Dimensionality reduction, Task (project management), Identification (biology), Deep learning, Multimedia, Human–computer interaction, Visual arts, Physics, Art, Botany, Economics, Biology, Management, Class (philosophy), Quantum mechanics",9,Viral Diseases & Molecular Medicine,No abstract available
Ethical limitations of algorithmic fairness solutions in health care machine learning,"Melissa D. McCradden, Shalmali Joshi, Mjaye Mazwi, James A. Anderson",2020,The Lancet Digital Health,"Fairness measure, Computer science, Health care, Artificial intelligence, Management science, Economics, Throughput, Economic growth, Wireless, Telecommunications",3,Clinical Risk Prediction Models,"2019; 366: 447-453Crossref PubMed Scopus (1151) Google Scholar Solutions of algorithmic fairness have been developed to create neutral models: models designed to produce non-discriminatory predictions by constraining bias with respect to predicted outcomes for protected identities, such as race or gender.3Corbett-Davies S Goel S The measure and mismeasure of fairness: a critical review of fair machine learning.https://5harad.com/papers/fair-ml.pdfDate accessed: March 16, 2020Google Scholar These solutions can omit such variables from the model (widely regarded as ineffective and can increase discrimination), constrain it to ensure equal error rates across groups, derive outcomes that are independent of one's identity after controlling for the estimated risk of that outcome, or mathematically balance benefit and harm to all groups."
Fusion of blockchain and artificial intelligence for secure drone networking underlying 5G communications,"Rajesh Gupta, Aparna Kumari, Sudeep Tanwar",2020,Transactions on Emerging Telecommunications Technologies,"Drone, Computer science, Computer security, Architecture, Blockchain, Computer network, Biology, Visual arts, Art, Genetics",11,Digital Health Data Analytics & Research Methods,"Motivated by these facts, in this paper, we present a comprehensive survey to secure drone communication and propose a blockchain‐based secure and intelligent drone communication architecture underlying 5G communication network and artificial intelligence (AI) techniques."
